pct_tl_open_L6M,pct_tl_closed_L6M,Tot_TL_closed_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,max_recent_level_of_deliq,num_deliq_6_12mts,num_times_60p_dpd,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_12mts,num_lss,recent_level_of_deliq,CC_enq_L12m,PL_enq_L12m,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,EDUCATION,Approved_Flag,MARITALSTATUS_Married,MARITALSTATUS_Single,GENDER_F,GENDER_M,last_prod_enq2_AL,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_AL,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others,Income_Bucket,Risk_Profile
0.0,0.0,1,0.25,1,0,0,0,1,3,2,48,18,329,27,0,0,0,0,0,0,0,0,0,27,0,0,2,1,20000,128,0,0,0.0,0.0,1,0,3,P3,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,Low Income,Medium Risk
0.0,0.0,0,0.0,1,0,0,0,2,0,1,21,15,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,0,48000,126,0,0,0.0,0.0,0,0,3,P3,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,2,1,2,90,19,323,25,3,0,0,0,0,0,0,0,0,25,0,0,524,0,4000,66,0,0,0.0,0.0,0,0,2,P3,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Low Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,0,3,1,47,27,542,26,0,0,0,0,0,0,0,0,0,26,0,0,756,0,50000,131,0,0,0.0,0.0,0,0,2,P3,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Medium Income,Medium Risk
0.333,0.167,1,0.167,1,0,0,1,2,4,0,27,3,44,28,0,0,0,0,0,0,0,0,0,28,0,3,12,1,32000,126,0,1,0.75,0.0,0,0,2,P4,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,Medium Income,Medium Risk
0.5,0.0,0,0.0,1,0,0,0,1,1,2,67,2,195,0,0,0,11,0,0,0,0,0,0,0,0,0,72,3,50000,303,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,Medium Income,Low Risk
0.6,0.2,1,0.2,1,0,0,0,0,5,1,22,2,44,0,0,0,0,0,0,0,0,0,0,0,0,1,67,4,30000,99,0,0,0.5,0.0,0,0,3,P4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Medium Income,Low Risk
0.429,0.143,2,0.286,1,0,0,0,2,5,1,174,3,48,3,1,0,0,0,0,0,0,0,0,3,0,0,79,3,42500,108,0,0,0.0,0.0,0,0,3,P1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,3,0,0,70,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,35000,63,0,0,0.0,0.0,1,0,3,P1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,1,1,97,29,319,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,17000,126,0,0,0.0,0.0,0,0,3,P1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.273,3,0.273,2,0,4,4,5,6,0,174,6,195,0,0,0,4,0,0,0,0,0,0,0,0,3,19,1,42090,338,0,1,0.25,0.0,1,1,2,P1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,3,1,24,11,57,27,8,0,0,0,0,0,0,0,0,10,0,1,2,1,32000,129,0,0,1.0,0.0,0,0,2,P3,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,0,1,0,43,43,916,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,17600,113,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.333,0.333,1,0.333,1,0,0,0,1,2,1,59,5,84,0,0,0,0,0,0,0,0,0,0,0,0,2,150,0,30000,328,0,0,1.0,0.0,0,0,3,P2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,1,26,26,206,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,20000,60,0,0,0.0,0.0,0,0,3,P2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.5,2,1.0,0,0,0,0,0,2,0,14,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10000,52,0,0,0.0,0.0,0,0,2,P3,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,1,0,0,0,1,1,1,15,11,13,0,0,0,16,0,0,0,0,0,0,0,0,0,344,0,10000,30,0,0,0.0,0.0,0,0,3,P2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.062,0.0,0,0.0,0,0,1,1,14,2,0,65,6,70,51,0,0,2,0,0,0,0,0,0,51,3,1,113,0,40000,150,0,1,0.0,0.0,1,1,4,P2,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,Medium Income,High Risk
0.091,0.061,9,0.273,3,0,0,0,27,6,7,186,4,11,89,1,3,24,0,0,0,0,0,0,30,0,1,155,0,18000,150,0,0,1.0,0.0,1,0,3,P1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,Low Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,15,15,46,0,0,0,9,0,0,0,0,0,0,0,1,3,47,1,85000,74,0,0,0.333,0.5,0,0,1,P2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,High Income,Low Risk
0.088,0.088,3,0.088,5,0,0,0,28,6,1,81,2,66,0,0,0,25,0,0,0,0,0,0,0,0,1,56,1,45000,221,0,0,0.0,0.0,1,0,3,P1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,26,26,478,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,15500,46,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,0,1,0,12,12,60,25,1,0,0,0,0,0,0,0,0,25,0,0,16,1,23000,102,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Low Income,Medium Risk
0.0,0.0,0,0.0,0,1,0,0,1,1,0,26,18,31,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,30000,126,1,0,1.0,0.125,0,0,2,P4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,Medium Income,Low Risk
0.25,0.0,1,0.25,1,0,0,0,3,1,1,24,4,63,0,0,0,9,0,0,0,0,0,0,0,0,0,126,0,35000,95,0,0,0.0,0.0,1,0,3,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium Income,Low Risk
0.111,0.333,3,0.333,1,0,0,1,1,8,0,27,3,55,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,45000,78,0,1,1.0,0.0,0,0,2,P3,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,Medium Income,Low Risk
0.0,1.0,1,1.0,0,0,0,0,0,1,0,9,9,96,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,28000,128,0,0,1.0,0.0,0,0,2,P3,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Medium Income,Low Risk
0.0,0.5,1,0.5,0,0,0,0,2,0,0,18,16,134,0,0,0,0,0,0,0,0,0,0,0,0,5,49,3,22000,64,0,0,0.4,0.0,1,0,3,P3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,Low Income,Low Risk
0.08,0.08,2,0.08,1,0,0,1,22,3,2,53,4,108,3,0,1,6,0,0,0,0,0,0,1,1,7,116,0,28000,40,0,1,0.75,0.0,1,0,3,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,11,11,58,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,15000,66,0,0,1.0,0.0,0,0,3,P2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,2,0,127,28,41,0,0,0,10,0,0,0,0,0,0,0,0,1,10,1,21000,70,0,0,1.0,0.0,0,0,3,P1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.25,0.5,2,0.5,0,0,0,0,1,3,2,35,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,23200,101,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.333,0.0,0,0.0,1,0,0,0,2,1,1,10,2,39,34,2,0,0,0,0,0,0,0,0,34,0,0,66,1,98600,113,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,High Income,High Risk
0.0,0.0,0,0.0,0,0,0,0,0,4,0,9,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,20000,27,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Low Income,Low Risk
0.125,0.0,2,0.25,1,0,0,0,7,1,2,108,4,65,115,9,11,0,0,0,0,0,0,0,115,0,0,10,1,30000,367,0,0,0.0,0.0,1,0,2,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium Income,High Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,66,66,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,0,20000,71,0,0,0.0,0.0,0,0,3,P1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.021,5,0.104,0,1,0,0,29,19,1,81,7,49,183,1,2,2,0,0,0,0,0,0,3,0,0,576,0,30000,160,1,0,0.0,0.0,1,0,1,P2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,2,0,0,40,24,34,60,0,1,0,0,0,0,0,0,0,24,0,1,1,2,18000,23,0,0,1.0,0.0,0,0,3,P4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Low Income,Medium Risk
0.0,1.0,1,1.0,0,0,0,0,1,0,0,15,15,125,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,16000,50,0,0,0.0,0.0,0,0,3,P2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.5,1,0.5,0,0,0,0,2,0,0,19,8,168,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,14000,42,0,0,1.0,0.0,1,0,3,P4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,1,0,0,0,1,0,40,40,80,18,6,2,0,0,0,0,0,0,0,18,0,0,23,1,16000,106,1,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,Low Income,Medium Risk
0.0,0.0,0,0.0,0,4,0,0,0,4,0,40,15,38,24,1,0,0,0,0,0,0,0,0,18,0,1,3,2,33000,63,1,0,1.0,0.0,0,0,1,P4,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,0,2,1,21,21,331,28,5,9,0,0,0,0,0,0,0,28,0,0,3,1,25000,83,0,0,0.0,0.0,0,0,3,P4,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Medium Risk
0.667,0.0,0,0.0,1,0,0,0,0,3,2,8,2,63,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,30000,125,0,0,1.0,0.0,0,0,3,P4,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Medium Income,Low Risk
0.5,0.5,2,0.5,2,0,0,0,0,4,1,18,2,209,0,0,0,0,0,0,0,0,0,0,0,0,3,29,1,35000,131,0,0,1.0,0.0,0,0,2,P3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Medium Income,Low Risk
0.0,0.0,0,0.0,1,0,0,0,0,2,1,8,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,40000,99,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Medium Income,Low Risk
0.0,1.0,1,1.0,0,0,0,0,0,1,0,10,10,85,0,0,0,0,0,0,0,0,0,0,0,0,2,29,6,25000,62,0,0,0.0,0.0,0,0,3,P4,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,1,39,39,687,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,12000,120,0,0,0.0,0.0,0,0,2,P2,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.5,0.0,0,0.0,0,0,0,0,0,2,1,72,6,110,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,52000,66,0,0,1.0,0.0,0,0,2,P2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,High Income,Low Risk
0.0,0.0,1,0.25,0,1,0,0,1,3,0,184,20,307,30,3,3,0,0,0,0,0,0,0,24,2,0,292,0,45000,541,1,0,0.0,0.0,0,0,3,P3,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,Medium Income,Medium Risk
0.0,0.25,1,0.25,0,0,0,0,2,2,0,48,8,35,0,0,0,8,0,0,0,0,0,0,0,0,0,3,1,22000,68,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,11,11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,45000,125,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Medium Income,Low Risk
0.167,0.0,0,0.0,0,0,0,0,1,5,0,85,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,40000,101,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,38,38,447,25,1,0,0,0,0,0,0,0,0,25,0,0,1016,0,60000,25,0,0,0.0,0.0,0,0,1,P2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,High Income,Medium Risk
0.0,0.0,1,1.0,0,0,0,0,0,1,0,17,17,336,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,19000,165,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,1,0.167,1,0,0,0,6,0,1,38,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18000,36,0,0,0.0,0.0,1,0,1,P2,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,6,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,30000,78,0,0,0.0,0.0,0,0,1,P2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium Income,Low Risk
0.167,0.167,1,0.167,0,0,0,1,5,1,4,46,4,22,27,3,0,11,0,0,0,0,0,0,26,0,0,132,0,25000,54,0,1,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Medium Risk
0.0,0.0,1,0.333,0,0,0,0,1,2,0,23,9,68,11,3,0,4,0,0,0,0,0,0,11,1,3,2,3,30000,46,0,0,0.667,0.0,0,0,2,P4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,0,1,1,22,22,645,0,0,0,4,0,0,0,0,0,0,0,0,0,6,1,28000,124,0,0,0.0,0.0,0,0,2,P2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Medium Income,Low Risk
0.143,0.286,2,0.286,1,0,0,1,0,7,0,35,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,20000,53,0,1,0.0,0.0,0,0,3,P2,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,0,3,0,26,9,72,10,5,0,0,0,0,0,0,0,0,10,0,0,784,0,14000,77,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,0,1,1,60,60,67,5,0,0,9,0,0,0,0,0,0,5,0,5,3,6,18000,25,0,0,0.8,0.0,0,0,2,P4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,Low Income,Medium Risk
0.333,0.0,0,0.0,0,0,0,0,1,2,0,37,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,20000,113,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.75,0.25,1,0.25,0,0,0,0,2,2,2,8,3,39,0,0,0,2,0,0,0,0,0,0,0,0,0,118,0,16000,99,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.25,0.0,0,0.0,1,0,0,0,3,1,1,80,2,819,25,0,0,0,0,0,0,0,0,0,25,0,2,53,3,34000,172,0,0,0.667,0.0,0,0,1,P4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Medium Income,Medium Risk
0.0,0.0,1,0.5,0,0,0,0,2,0,0,27,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,24500,101,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,0,1,0,6,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,18000,26,0,0,0.0,0.0,0,0,3,P4,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,0,1,0,11,11,58,25,1,0,0,0,0,0,0,0,0,25,0,1,8,1,17000,84,0,0,1.0,0.0,0,0,3,P4,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Low Income,Medium Risk
0.0,0.0,1,0.5,0,0,0,0,2,0,2,11,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,971,0,14000,53,0,0,0.0,0.0,0,0,3,P2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,3,0,50,7,72,0,0,0,0,0,0,0,0,0,0,0,0,1,232,0,22000,63,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.444,0.111,1,0.111,4,0,0,2,3,6,3,42,3,79,0,0,0,4,0,0,0,0,0,0,0,0,4,9,2,39500,62,0,1,0.5,0.0,0,0,3,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium Income,Low Risk
0.0,0.333,1,0.333,0,0,0,0,2,1,0,60,17,255,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,25000,107,0,0,0.0,0.0,1,0,2,P3,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,1,1.0,0,0,0,0,1,0,1,31,31,188,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,35000,131,0,0,0.0,0.0,0,0,3,P2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium Income,Low Risk
0.0,0.5,2,0.5,0,0,0,0,0,4,2,128,16,65,89,1,5,10,0,0,0,0,0,0,28,0,1,186,0,20000,78,0,0,0.0,0.0,0,0,3,P1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Low Income,Medium Risk
0.0,1.0,1,1.0,0,0,0,0,1,0,0,29,29,48,0,0,0,10,0,0,0,0,0,0,0,0,1,106,0,18000,154,0,0,1.0,0.0,0,0,2,P2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Low Income,Low Risk
0.5,0.75,3,0.75,0,0,0,3,0,4,0,12,3,35,12,3,0,6,0,0,0,0,0,0,12,1,23,3,12,18500,63,0,1,0.708,1.0,0,0,3,P4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Low Income,Medium Risk
0.0,0.0,0,0.0,0,1,0,0,0,2,0,58,28,631,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,0,39000,226,1,0,0.0,0.0,0,0,3,P1,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,70,70,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,18000,80,0,0,0.0,0.0,0,0,4,P2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.125,2,0.25,0,1,0,3,4,4,0,102,18,64,0,0,0,2,0,0,0,0,0,0,0,0,0,426,0,27000,77,1,1,0.0,0.0,1,0,3,P1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,Medium Income,Low Risk
0.667,0.0,0,0.0,2,0,0,0,3,0,1,20,1,66,5,0,0,0,0,0,0,0,0,0,5,0,0,42,3,42000,217,0,0,0.0,0.0,0,0,2,P3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,0,0,0,0,1,0,40,40,823,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,19000,102,0,0,0.0,0.0,0,0,1,P2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Low Income,Low Risk
0.333,0.333,1,0.333,0,1,0,0,1,2,0,10,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,39,1,68000,512,1,0,0.0,1.0,0,0,2,P2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,High Income,Low Risk
0.316,0.105,4,0.211,3,6,0,3,2,17,2,73,2,27,3,0,0,0,0,0,0,0,0,0,3,9,3,7,6,40000,126,1,1,0.0,0.333,1,0,3,P4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,Medium Income,Medium Risk
0.0,0.167,3,0.5,1,0,0,0,1,5,2,21,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,15000,62,0,0,0.0,0.0,0,0,3,P2,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,Low Income,Low Risk
0.25,0.25,1,0.25,0,0,0,0,3,1,1,14,3,37,0,0,0,26,0,0,0,0,0,0,0,0,0,40,1,30000,54,0,0,0.0,0.0,1,0,3,P2,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Medium Income,Low Risk
0.0,0.333,1,0.333,0,0,0,0,1,2,1,32,12,56,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,20000,26,0,0,1.0,0.0,0,0,2,P2,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,Low Income,Low Risk
0.333,0.0,1,0.333,0,0,0,0,0,3,0,25,2,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,20000,95,0,0,1.0,0.0,0,0,1,P3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Low Income,Low Risk
0.0,0.0,1,0.25,0,0,0,0,4,0,1,43,11,344,30,0,0,10,0,0,0,0,0,0,30,0,0,1304,0,15000,123,0,0,0.0,0.0,1,0,1,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Medium Risk
0.0,0.0,1,0.062,0,1,2,7,4,12,1,192,12,35,59,6,0,69,0,0,0,0,0,0,3,0,0,1,2,29000,303,1,1,0.0,0.0,1,1,4,P1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,Medium Income,Medium Risk
0.0,0.0,1,0.333,0,0,0,0,2,1,1,56,16,89,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,20000,62,0,0,0.0,0.0,0,0,1,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,1,0,0,17,17,99,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,30000,164,0,0,0.0,0.0,0,0,2,P2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium Income,Low Risk
0.333,0.167,2,0.333,1,0,0,0,5,1,0,23,3,33,152,0,3,10,0,0,0,0,0,0,5,0,1,6,2,30000,131,0,0,0.0,0.0,1,0,1,P3,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Medium Income,Medium Risk
0.0,0.0,0,0.0,0,1,0,0,0,4,1,151,12,88,28,0,0,0,0,0,0,0,0,0,28,0,0,349,0,18000,90,1,0,0.0,0.0,0,0,3,P1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Low Income,Medium Risk
0.0,0.5,1,0.5,0,0,0,0,1,1,0,74,13,131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16000,66,0,0,0.0,0.0,0,0,3,P2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Low Income,Low Risk
0.0,0.0,0,0.0,1,0,2,0,3,0,0,169,31,41,0,0,0,22,0,0,0,0,0,0,0,0,0,932,0,45000,770,0,0,0.0,0.0,0,1,3,P1,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,Medium Income,Low Risk
0.429,0.143,2,0.286,3,0,0,1,2,5,1,25,2,45,0,0,0,6,0,0,0,0,0,0,0,0,2,177,0,35000,97,0,1,0.333,0.0,0,0,3,P2,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,Medium Income,Low Risk
0.0,0.0,0,0.0,0,0,0,0,5,0,0,133,36,568,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,40000,30,0,0,0.0,0.0,1,0,1,P1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,Medium Income,Low Risk
0.0,0.333,1,0.333,1,0,0,0,0,3,1,13,8,83,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,30000,78,0,0,1.0,0.0,0,0,3,P4,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,Medium Income,Low Risk
0.25,0.0,0,0.0,1,0,0,3,0,4,0,115,4,61,0,0,0,10,0,0,0,0,0,0,0,1,0,124,0,48000,371,0,1,0.0,0.0,0,0,3,P1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,Medium Income,Low Risk
