age,account_type,city_tier,tenure_days,account_balance,avg_monthly_spend,avg_txn_amount,avg_txn_per_day,usual_txn_hour,txn_type,txn_amount,txn_hour,txn_day_of_week,is_weekend,amount_to_avg_ratio,balance_drain_pct,hour_anomaly,velocity_24hr,new_txn_type_flag,large_round_amt_flag,days_since_last_txn,prior_fraud_complaint,fraud_type,is_fraud,account_type_enc,txn_type_enc,age_group
65,Savings,3,2794,104710,34797,2089,1,17,UPI,1186,16,5,1,0.57,1.13,0,2,0,0,3,0,None,0,2,6,60+
52,Savings,2,1582,35431,9581,601,2,17,DEBIT_CARD,25000,23,6,1,41.53,70.56,1,3,1,1,2,0,Card_Skimming,1,2,3,41-60
68,Current,1,3190,338793,96904,5624,2,20,NEFT,8390,21,0,0,1.49,2.48,0,1,0,0,0,0,None,0,0,5,60+
24,Savings,2,819,76908,4250,291,2,13,IMPS,586,13,1,0,2.01,0.76,0,1,0,0,0,0,None,0,2,4,18-25
41,Salary,3,4832,97860,15963,2916,1,19,DEBIT_CARD,25000,2,0,0,8.57,25.55,1,3,0,1,0,1,Card_Skimming,1,1,3,41-60
68,Salary,3,2987,96626,25991,2931,1,15,BILL_PAY,6442,12,4,0,2.2,6.67,0,1,0,0,0,0,None,0,1,0,60+
52,Salary,1,2141,163786,53088,8417,1,19,UPI,16241,18,6,1,1.93,9.92,0,2,0,0,0,0,None,0,1,6,41-60
44,Savings,3,1504,153683,38939,3405,1,13,CASH_OUT,3398,12,2,0,1.0,2.21,0,1,0,0,0,0,None,0,2,2,41-60
18,Salary,2,3804,192520,38783,2050,2,8,NEFT,4171,6,4,0,2.03,2.17,0,2,1,0,2,0,None,0,1,5,18-25
41,Salary,1,4366,100143,13916,1208,4,14,UPI,2566,14,5,1,2.12,2.56,0,1,0,0,3,0,None,0,1,6,41-60
68,Salary,2,4762,2126,382,51,1,20,UPI,31,21,1,0,0.6,1.46,0,2,0,0,0,0,None,0,1,6,60+
34,Savings,1,1067,191978,13715,854,3,16,IMPS,1194,14,1,0,1.4,0.62,0,1,1,0,0,0,None,0,2,4,26-40
37,Savings,1,2080,105588,21363,3174,1,8,CASH_OUT,6206,8,1,0,1.95,5.88,0,1,0,0,2,0,None,0,2,2,26-40
46,Savings,1,627,271158,70676,3594,1,10,NEFT,235076,3,1,0,50.0,86.69,1,5,1,0,0,0,Account_Takeover,1,2,5,41-60
61,Savings,2,2487,174151,54933,4632,2,10,NEFT,10738,10,2,0,2.32,6.17,0,1,0,0,3,0,None,0,2,5,60+
37,Savings,1,3813,20354,5233,441,1,8,DEBIT_CARD,465,6,3,0,1.05,2.28,0,1,1,0,1,0,None,0,2,3,26-40
66,Savings,2,2518,138693,35833,3719,1,20,CASH_OUT,3630,19,1,0,0.98,2.62,0,1,0,0,0,0,None,0,2,2,60+
56,Salary,3,99,24508,7534,932,1,15,NEFT,17219,13,0,0,18.46,70.26,0,2,0,0,1,0,Unauthorized_Transfer,1,1,5,41-60
67,Savings,1,439,189481,29914,1571,1,12,UPI,1673,13,1,0,1.06,0.88,0,1,0,0,1,0,None,0,2,6,60+
22,Current,1,1872,411165,80054,14339,3,8,NEFT,33825,7,5,1,2.36,8.23,0,1,0,0,2,0,None,0,0,5,18-25
28,Savings,1,2176,111322,34860,7439,4,9,IMPS,12446,10,6,1,1.67,11.18,0,1,0,0,1,0,None,0,2,4,26-40
53,Savings,2,547,190928,32360,1736,1,15,CASH_OUT,3995,17,5,1,2.3,2.09,0,1,0,0,3,0,None,0,2,2,41-60
60,Savings,3,4243,189165,27068,1506,3,17,CASH_OUT,3726,18,5,1,2.47,1.97,0,1,0,0,0,0,None,0,2,2,41-60
35,Current,1,2914,339651,24320,2171,3,16,IMPS,2262,14,6,1,1.04,0.67,0,1,0,0,2,0,None,0,0,4,26-40
58,Savings,2,4770,51053,10795,1234,2,11,IMPS,23055,20,4,0,18.67,45.16,1,2,1,0,0,0,Unauthorized_Transfer,1,2,4,41-60
42,Savings,1,2181,191111,38719,7594,1,9,NEFT,92921,6,0,0,12.23,48.62,0,3,1,0,0,0,Unauthorized_Transfer,1,2,5,41-60
19,Savings,1,4206,19003,5526,531,1,11,DEBIT_CARD,966,13,0,0,1.82,5.08,0,3,1,0,7,0,None,0,2,3,18-25
18,Savings,1,4804,2782,724,136,3,8,UPI,338,5,1,0,2.47,12.15,0,1,0,0,0,0,None,0,2,6,18-25
59,Salary,2,1425,38717,4242,554,1,15,UPI,2887,16,0,0,5.2,7.46,0,1,0,0,0,0,Phishing,1,1,6,41-60
33,Salary,1,706,85198,6849,533,2,16,CASH_OUT,220,17,4,0,0.41,0.26,0,2,1,0,1,0,None,0,1,2,26-40
55,Savings,1,613,70219,11572,1629,5,14,NEFT,1354,14,5,1,0.83,1.93,0,1,0,0,3,0,None,0,2,5,41-60
59,Savings,2,1470,20071,1301,87,5,18,IMPS,112,17,0,0,1.27,0.56,0,3,0,0,0,0,None,0,2,4,41-60
44,Current,2,2294,386852,63115,7599,4,17,IMPS,8871,17,4,0,1.17,2.29,0,1,0,0,3,1,None,0,0,4,41-60
44,Savings,1,1066,131198,45482,3089,2,14,NEFT,7265,14,5,1,2.35,5.54,0,1,0,0,0,0,None,0,2,5,41-60
25,Savings,2,1362,116742,18326,1889,1,12,UPI,898,14,2,0,0.48,0.77,0,3,0,0,1,0,None,0,2,6,18-25
27,Current,3,3386,220363,74708,4319,2,12,BILL_PAY,8375,12,0,0,1.94,3.8,0,1,0,0,0,0,None,0,0,0,26-40
35,Savings,3,2100,81478,22251,1329,1,10,IMPS,72917,22,1,0,50.0,89.49,0,3,1,0,0,0,Unauthorized_Transfer,1,2,4,26-40
52,Current,1,692,480477,143921,10339,2,8,NEFT,22964,6,1,0,2.22,4.78,0,1,0,0,1,0,None,0,0,5,41-60
49,Current,1,2778,354749,102495,19294,3,20,IMPS,26316,19,6,1,1.36,7.42,0,1,0,0,3,0,None,0,0,4,41-60
29,Current,1,2378,295312,18498,1355,3,17,BILL_PAY,1241,15,2,0,0.92,0.42,0,1,0,0,0,0,None,0,0,0,26-40
33,Savings,2,2648,29143,9505,1759,1,21,NEFT,2597,21,4,0,1.48,8.91,0,2,0,0,2,0,None,0,2,5,26-40
59,Current,2,4196,442779,90479,5374,3,18,UPI,12775,14,4,0,2.38,2.89,0,4,0,0,14,0,None,0,0,6,41-60
56,Current,1,3033,98662,18148,946,1,14,NEFT,63304,18,6,1,50.0,64.16,0,2,1,0,0,0,Unauthorized_Transfer,1,0,5,41-60
41,Salary,1,4830,119126,6916,475,3,10,CASH_OUT,848,11,3,0,1.78,0.71,0,2,0,0,3,0,None,0,1,2,41-60
35,Current,1,1174,396970,65864,3503,1,10,UPI,7172,11,6,1,2.05,1.81,0,1,0,0,2,0,None,0,0,6,26-40
25,Salary,3,302,115882,8148,1689,2,13,UPI,2217,9,3,0,1.31,1.91,0,2,0,0,0,0,None,0,1,6,18-25
68,Savings,1,1290,169982,35450,3808,1,12,DEBIT_CARD,4680,11,3,0,1.23,2.75,0,2,0,0,0,0,None,0,2,3,60+
63,Savings,1,3534,230050,15933,2547,2,14,UPI,130074,13,3,0,50.0,56.54,0,1,1,0,3,0,Unauthorized_Transfer,1,2,6,60+
33,Savings,1,3592,83424,12679,1769,3,16,CASH_IN,3070,12,0,0,1.73,3.68,1,3,0,0,0,0,None,0,2,1,26-40
30,Savings,1,4976,180906,17303,1487,1,21,UPI,3529,22,3,0,2.37,1.95,1,1,0,0,2,0,None,0,2,6,26-40
25,Current,3,1246,409255,138344,7427,2,9,UPI,14079,11,4,0,1.9,3.44,0,1,0,0,7,0,None,0,0,6,18-25
34,Salary,2,2989,109541,11156,1450,1,13,CASH_OUT,2283,11,6,1,1.57,2.08,0,3,0,0,0,0,None,0,1,2,26-40
55,Savings,2,1768,8358,2362,199,1,13,UPI,2752,10,1,0,13.76,32.92,0,2,1,0,2,0,Phishing,1,2,6,41-60
59,Savings,3,1735,150848,48803,7970,2,10,CASH_IN,19163,10,1,0,2.4,12.7,0,1,1,0,0,1,None,0,2,1,41-60
33,Savings,1,3724,61372,17716,2047,1,9,UPI,1214,7,4,0,0.59,1.98,0,2,0,0,7,0,None,0,2,6,26-40
23,Savings,2,3186,22819,7129,828,1,17,CASH_OUT,782,17,3,0,0.94,3.43,0,1,0,0,0,1,None,0,2,2,18-25
41,Savings,1,4752,169065,47100,2796,1,20,DEBIT_CARD,3687,22,4,0,1.32,2.18,0,1,0,0,0,0,None,0,2,3,41-60
58,Savings,1,2867,97894,32610,1718,1,15,UPI,1514,16,6,1,0.88,1.55,0,3,1,0,3,0,None,0,2,6,41-60
50,Savings,2,1368,94877,14428,786,2,14,UPI,1628,13,1,0,2.07,1.72,0,1,0,0,0,0,None,0,2,6,41-60
42,Savings,3,1989,77436,24686,4347,1,18,IMPS,10453,15,3,0,2.4,13.5,0,2,0,0,2,0,None,0,2,4,41-60
50,Savings,3,4418,54364,6714,527,1,15,UPI,362,15,6,1,0.69,0.67,0,2,0,0,7,0,None,0,2,6,41-60
42,Salary,1,4740,170452,50959,3609,2,12,IMPS,8675,14,5,1,2.4,5.09,0,1,0,0,0,0,None,0,1,4,41-60
55,Salary,2,2180,138182,39774,3489,2,19,IMPS,7416,20,1,0,2.12,5.37,1,1,0,0,0,0,None,0,1,4,41-60
38,Current,1,415,89647,26933,2423,1,19,UPI,5032,21,4,0,2.08,5.61,0,2,0,0,2,0,None,0,0,6,26-40
35,Savings,2,2612,207974,59348,5626,1,10,UPI,198863,1,2,0,35.34,95.62,1,5,1,0,0,0,SIM_Swap,1,2,6,26-40
26,Savings,1,2520,137778,38934,8990,3,21,NEFT,18000,18,3,0,2.0,13.06,0,1,0,1,14,0,None,0,2,5,26-40
52,Salary,3,2198,249654,56575,10400,2,9,UPI,66672,15,1,0,6.41,26.71,1,2,1,0,0,0,Phishing,1,1,6,41-60
59,Savings,1,4887,84546,15781,1685,1,15,IMPS,1689,14,4,0,1.0,2.0,0,2,0,0,1,0,None,0,2,4,41-60
36,Savings,1,1770,150715,17269,2760,1,15,NEFT,6610,17,1,0,2.39,4.39,0,2,0,0,2,0,None,0,2,5,26-40
50,Salary,1,4970,168785,23671,2595,1,15,UPI,133423,6,5,1,50.0,79.05,0,1,1,0,0,0,Unauthorized_Transfer,1,1,6,41-60
60,Salary,3,3586,54377,6687,616,2,17,UPI,353,15,1,0,0.57,0.65,0,2,0,0,0,0,None,0,1,6,41-60
61,Savings,2,1027,136785,10803,1193,3,12,UPI,2532,11,1,0,2.12,1.85,0,3,0,0,0,0,None,0,2,6,60+
53,Current,2,1484,242942,79918,5363,3,15,BILL_PAY,13343,15,4,0,2.49,5.49,0,3,0,0,1,0,None,0,0,0,41-60
36,Salary,1,845,103550,28054,2802,4,14,NEFT,5005,15,5,1,1.79,4.83,0,1,0,0,0,0,None,0,1,5,26-40
65,Savings,3,293,57439,8768,501,4,21,IMPS,1017,23,5,1,2.03,1.77,0,1,1,0,0,0,None,0,2,4,60+
43,Savings,2,4350,84002,27489,1401,3,13,NEFT,46266,14,4,0,33.0,55.08,1,2,0,0,2,0,Unauthorized_Transfer,1,2,5,41-60
21,Current,1,1015,471306,84005,5153,1,11,IMPS,10389,10,6,1,2.02,2.2,0,4,0,0,2,0,None,0,0,4,18-25
62,Savings,2,4994,138162,9859,1331,1,11,IMPS,2174,12,5,1,1.63,1.57,0,2,0,0,2,0,None,0,2,4,60+
64,Salary,2,4399,3889,641,39,2,14,IMPS,95,15,2,0,2.38,2.44,0,1,0,0,1,0,None,0,1,4,60+
35,Salary,1,3829,163661,34710,1923,1,14,UPI,2085,12,4,0,1.08,1.27,0,1,0,0,0,0,None,0,1,6,26-40
42,Savings,2,1947,182452,33589,3523,2,19,UPI,77855,18,0,0,22.09,42.67,0,1,1,0,2,0,Unauthorized_Transfer,1,2,6,41-60
31,Salary,1,1451,4729,1278,101,3,13,UPI,123,11,1,0,1.21,2.6,0,1,0,0,2,0,None,0,1,6,26-40
54,Current,2,266,193909,62631,12523,4,20,UPI,6481,21,5,1,0.52,3.34,0,1,0,0,1,0,None,0,0,6,41-60
58,Savings,3,4401,125056,37593,2416,1,20,IMPS,1480,22,6,1,0.61,1.18,0,1,0,0,2,0,None,0,2,4,41-60
33,Current,3,2082,408656,90541,22370,2,14,IMPS,14649,13,2,0,0.65,3.58,0,2,0,0,0,0,None,0,0,4,26-40
47,Savings,3,4640,106020,17177,1032,4,18,UPI,2239,21,1,0,2.17,2.11,0,2,1,0,0,0,None,0,2,6,41-60
68,Current,1,549,196011,42315,5754,4,20,UPI,5820,18,6,1,1.01,2.97,0,1,0,0,0,0,None,0,0,6,60+
35,Savings,2,1812,25347,8175,431,1,10,UPI,23617,1,4,0,50.0,93.17,1,7,0,0,0,0,SIM_Swap,1,2,6,26-40
67,Salary,2,471,16484,2537,139,4,19,NEFT,73,20,2,0,0.52,0.44,0,3,0,0,1,0,None,0,1,5,60+
21,Savings,1,3852,186213,23558,4344,1,16,IMPS,8653,14,1,0,1.99,4.65,0,1,0,0,14,0,None,0,2,4,18-25
50,Salary,1,2317,168891,43320,2238,1,11,IMPS,2234,11,4,0,1.0,1.32,0,1,0,0,7,0,None,0,1,4,41-60
26,Savings,2,2433,108404,6378,319,2,21,UPI,302,22,5,1,0.94,0.28,0,1,0,0,0,1,None,0,2,6,26-40
39,Salary,3,2244,36438,5413,388,4,10,UPI,756,12,2,0,1.94,2.07,0,1,0,0,7,0,None,0,1,6,26-40
55,Salary,1,629,240600,25876,2700,1,10,IMPS,235048,3,1,0,50.0,97.69,0,7,1,0,0,0,Account_Takeover,1,1,4,41-60
34,Salary,1,2248,134811,46688,11014,1,17,BILL_PAY,7664,17,6,1,0.7,5.68,0,1,0,0,2,0,None,0,1,0,26-40
51,Savings,2,4472,253140,31947,1948,3,16,UPI,16483,18,5,1,8.46,6.51,0,1,0,0,0,1,Phishing,1,2,6,41-60
44,Savings,2,4341,286150,29334,4921,2,12,CASH_OUT,20000,23,6,1,4.06,6.99,1,3,1,1,2,0,Card_Skimming,1,2,2,41-60
59,Salary,2,791,79781,5696,945,2,15,NEFT,353,13,1,0,0.37,0.44,0,3,0,0,0,0,None,0,1,5,41-60
47,Savings,2,4401,190438,11659,2557,1,14,DEBIT_CARD,5536,12,0,0,2.16,2.91,0,1,0,0,0,0,None,0,2,3,41-60
47,Salary,1,738,142267,23195,3355,2,14,BILL_PAY,6085,12,0,0,1.81,4.28,0,1,0,0,0,0,None,0,1,0,41-60
37,Savings,1,449,74974,4034,264,2,17,UPI,133,15,6,1,0.5,0.18,0,3,0,0,0,0,None,0,2,6,26-40
36,Salary,1,1276,85321,22566,1690,2,21,UPI,1410,15,5,1,0.83,1.65,1,1,0,0,1,0,None,0,1,6,26-40
24,Savings,1,4428,36423,3783,231,2,16,CASH_IN,540,14,1,0,2.33,1.48,0,1,0,0,0,0,None,0,2,1,18-25
50,Savings,1,2181,108599,12719,1374,3,12,NEFT,2241,14,4,0,1.63,2.06,0,1,0,0,0,0,None,0,2,5,41-60
30,Savings,1,1112,102581,21773,1478,2,17,CASH_OUT,3226,13,1,0,2.18,3.14,0,1,1,0,1,0,None,0,2,2,26-40
27,Salary,1,2469,142000,42524,3872,1,18,UPI,3802,16,3,0,0.98,2.68,0,3,0,0,7,0,None,0,1,6,26-40
34,Current,1,2834,137472,21345,2541,2,20,UPI,4698,18,3,0,1.85,3.42,0,2,0,0,1,0,None,0,0,6,26-40
52,Savings,1,408,85767,18704,1613,2,13,UPI,60183,7,2,0,37.29,70.17,1,1,1,0,0,0,Unauthorized_Transfer,1,2,6,41-60
66,Savings,1,1895,161370,31123,1948,2,9,UPI,4715,8,6,1,2.42,2.92,0,2,1,0,1,0,None,0,2,6,60+
55,Salary,3,2091,88753,25117,1990,1,18,IMPS,64536,0,1,0,32.41,72.71,1,5,1,0,0,1,Account_Takeover,1,1,4,41-60
22,Salary,1,1786,144058,27147,1528,3,19,BILL_PAY,847,19,3,0,0.55,0.59,0,2,0,0,0,0,None,0,1,0,18-25
68,Savings,2,542,107490,24435,1286,2,20,UPI,2893,19,5,1,2.25,2.69,0,1,0,0,0,0,None,0,2,6,60+
51,Savings,2,188,46898,6213,356,2,12,UPI,677,10,6,1,1.9,1.44,0,3,0,0,0,0,None,0,2,6,41-60
43,Salary,3,3046,32896,11234,729,1,21,DEBIT_CARD,240,20,1,0,0.33,0.73,0,1,0,0,3,0,None,0,1,3,41-60
37,Savings,2,2058,285125,34525,1908,2,20,CASH_OUT,50000,23,5,1,26.19,17.54,0,5,1,1,2,0,Card_Skimming,1,2,2,26-40
37,Savings,1,3333,151776,17005,1245,1,15,IMPS,2218,17,0,0,1.78,1.46,0,1,0,0,0,0,None,0,2,4,26-40
59,Current,2,3164,220342,42502,3031,1,10,IMPS,3068,8,3,0,1.01,1.39,0,3,0,0,3,0,None,0,0,4,41-60
61,Savings,2,503,180478,52630,4780,1,21,NEFT,9815,19,3,0,2.05,5.44,0,1,0,0,2,0,None,0,2,5,60+
42,Savings,3,422,12967,1279,63,1,11,UPI,90,6,3,0,1.41,0.69,0,2,0,0,1,0,None,0,2,6,41-60
56,Salary,2,1344,26938,3426,508,1,10,DEBIT_CARD,919,15,2,0,1.81,3.41,0,2,0,0,0,0,None,0,1,3,41-60
56,Savings,3,2896,98734,26753,2279,1,12,UPI,75380,22,0,0,33.06,76.35,1,5,1,0,0,1,SIM_Swap,1,2,6,41-60
46,Savings,2,3836,79293,17580,1643,3,9,NEFT,1529,9,5,1,0.93,1.93,0,2,0,0,0,0,None,0,2,5,41-60
62,Savings,2,2577,40423,7428,1188,1,15,IMPS,1577,17,4,0,1.33,3.9,0,2,0,0,7,0,None,0,2,4,60+
62,Savings,3,4240,180185,25813,2904,1,10,UPI,6751,9,0,0,2.32,3.75,0,1,0,0,7,0,None,0,2,6,60+
41,Savings,1,2915,98064,25549,1295,2,15,UPI,3223,10,0,0,2.49,3.29,0,1,0,0,1,0,None,0,2,6,41-60
52,Salary,1,1170,96951,5404,492,1,19,UPI,3390,11,0,0,6.88,3.5,1,1,1,0,2,0,Phishing,1,1,6,41-60
67,Salary,2,2249,148496,46896,4122,1,17,IMPS,9786,17,6,1,2.37,6.59,0,1,0,0,7,0,None,0,1,4,60+
69,Savings,1,4189,19486,6466,385,4,20,IMPS,211,15,6,1,0.55,1.08,0,1,0,0,0,0,None,0,2,4,60+
47,Salary,2,1720,8380,1362,83,3,12,IMPS,117,10,6,1,1.39,1.4,0,1,0,0,0,0,None,0,1,4,41-60
35,Savings,2,1360,85863,8727,481,3,13,UPI,1154,10,6,1,2.39,1.34,0,1,0,0,0,0,None,0,2,6,26-40
29,Savings,1,4735,81708,4704,245,1,14,CASH_OUT,404,14,0,0,1.64,0.49,0,3,0,0,7,0,None,0,2,2,26-40
62,Savings,3,598,250166,14737,962,2,16,UPI,101106,17,6,1,50.0,40.42,0,2,1,0,1,0,Unauthorized_Transfer,1,2,6,60+
25,Savings,2,2768,168048,9739,629,1,21,UPI,1566,18,4,0,2.49,0.93,0,1,0,0,1,0,None,0,2,6,18-25
54,Salary,1,3861,99334,21589,1197,1,20,IMPS,70211,0,5,1,50.0,70.68,1,4,1,0,2,0,Account_Takeover,1,1,4,41-60
27,Salary,1,450,7663,911,87,3,17,BILL_PAY,45,16,4,0,0.51,0.59,0,2,0,0,2,0,None,0,1,0,26-40
62,Salary,3,2095,150337,18673,1763,1,17,UPI,24140,19,1,0,13.68,16.06,1,2,0,0,0,1,Phishing,1,1,6,60+
35,Savings,1,4508,276007,47380,9018,2,11,IMPS,210360,1,3,0,23.32,76.22,1,9,1,0,0,0,SIM_Swap,1,2,4,26-40
64,Current,2,3072,239600,33069,1945,2,19,UPI,621,19,1,0,0.32,0.26,0,4,0,0,14,0,None,0,0,6,60+
26,Savings,1,3118,139883,11088,1610,1,20,UPI,582,22,2,0,0.36,0.42,1,1,0,0,0,0,None,0,2,6,26-40
43,Salary,2,597,95480,7570,416,2,21,CASH_OUT,149,21,1,0,0.36,0.16,0,3,0,0,2,0,None,0,1,2,41-60
58,Savings,2,2038,192719,37676,3965,5,18,NEFT,9366,17,3,0,2.36,4.86,0,3,0,0,14,0,None,0,2,5,41-60
54,Savings,2,3622,105266,20932,5021,1,11,BILL_PAY,4421,12,4,0,0.88,4.2,0,1,0,0,0,0,None,0,2,0,41-60
50,Savings,1,947,73456,6532,419,1,9,UPI,440,10,2,0,1.05,0.6,0,1,0,0,0,0,None,0,2,6,41-60
30,Salary,1,4473,94213,28251,2305,1,17,UPI,5376,18,4,0,2.33,5.71,0,2,0,0,0,0,None,0,1,6,26-40
60,Current,2,4316,77946,10180,1618,2,13,DEBIT_CARD,2913,12,3,0,1.8,3.74,0,1,0,0,0,0,None,0,0,3,41-60
26,Current,3,3314,478902,51371,5414,1,12,BILL_PAY,3947,10,0,0,0.73,0.82,0,1,0,0,2,0,None,0,0,0,26-40
55,Savings,3,3507,4621,715,60,3,9,CASH_OUT,91,11,5,1,1.49,1.97,0,1,0,0,7,0,None,0,2,2,41-60
45,Current,2,2685,299567,48714,8242,3,18,UPI,81536,16,4,0,9.89,27.22,0,1,0,0,0,0,Phishing,1,0,6,41-60
63,Salary,3,1215,83396,16224,1482,1,9,NEFT,63377,18,6,1,42.74,75.99,1,2,0,0,0,0,Unauthorized_Transfer,1,1,5,60+
50,Salary,2,4390,14522,1899,116,2,10,UPI,105,6,0,0,0.9,0.72,0,2,0,0,2,0,None,0,1,6,41-60
61,Savings,3,834,27517,8377,1676,3,11,IMPS,1286,13,4,0,0.77,4.67,0,2,0,0,0,0,None,0,2,4,60+
58,Savings,3,197,166548,51492,3466,2,18,DEBIT_CARD,3920,15,4,0,1.13,2.35,0,3,0,0,3,0,None,0,2,3,41-60
37,Savings,1,4773,58082,6555,776,1,17,UPI,3971,16,6,1,5.11,6.84,0,2,1,0,3,0,Phishing,1,2,6,26-40
60,Salary,2,4747,129102,14885,1070,2,12,DEBIT_CARD,1602,11,4,0,1.5,1.24,0,1,0,0,1,0,None,0,1,3,41-60
40,Salary,2,4428,77415,14018,817,1,18,NEFT,52361,3,6,1,50.0,67.64,1,5,1,0,1,0,Account_Takeover,1,1,5,26-40
65,Salary,3,3138,11711,2603,282,2,20,DEBIT_CARD,631,17,6,1,2.23,5.39,0,2,0,0,3,0,None,0,1,3,60+
20,Salary,2,3701,91182,10900,2515,4,21,UPI,3034,19,6,1,1.21,3.33,0,2,0,0,1,0,None,0,1,6,18-25
22,Salary,1,756,113798,17775,901,4,8,UPI,1565,6,3,0,1.74,1.38,0,1,0,0,2,0,None,0,1,6,18-25
40,Savings,2,4573,215117,54964,4353,1,15,NEFT,198847,23,4,0,45.67,92.44,1,6,1,0,0,1,Account_Takeover,1,2,5,26-40
41,Salary,2,4524,176068,9159,814,4,18,IMPS,1341,19,1,0,1.65,0.76,0,1,0,0,1,0,None,0,1,4,41-60
66,Salary,1,1337,48170,10382,618,2,17,UPI,1061,18,5,1,1.71,2.2,0,1,0,0,0,0,None,0,1,6,60+
20,Savings,1,2866,167794,56552,5758,1,19,DEBIT_CARD,10813,20,1,0,1.88,6.44,0,2,0,0,0,0,None,0,2,3,18-25
38,Salary,3,3157,187370,46104,8917,2,12,UPI,16670,8,6,1,1.87,8.9,0,1,0,0,3,0,None,0,1,6,26-40
21,Current,1,1515,408758,51470,2834,1,8,UPI,5882,4,5,1,2.07,1.44,0,1,0,0,0,0,None,0,0,6,18-25
27,Salary,1,4422,8576,2629,177,1,9,NEFT,242,6,4,0,1.36,2.82,0,1,0,0,1,1,None,0,1,5,26-40
22,Savings,2,4908,157203,49743,2830,1,18,UPI,1347,16,0,0,0.48,0.86,0,1,0,0,0,0,None,0,2,6,18-25
67,Savings,2,2497,147923,10189,945,3,8,UPI,1311,5,2,0,1.39,0.89,0,1,0,0,0,1,None,0,2,6,60+
34,Current,1,1287,183665,9949,789,2,18,UPI,1601,17,5,1,2.03,0.87,0,1,0,0,1,0,None,0,0,6,26-40
66,Current,1,441,411406,96008,10403,3,21,UPI,6766,21,0,0,0.65,1.64,0,4,0,0,1,0,None,0,0,6,60+
53,Savings,3,1552,139964,46949,9794,1,17,NEFT,96064,11,5,1,9.81,68.63,1,3,1,0,0,0,Unauthorized_Transfer,1,2,5,41-60
42,Savings,1,2094,95547,17217,903,5,9,IMPS,1436,10,5,1,1.59,1.5,0,1,0,0,0,1,None,0,2,4,41-60
25,Current,2,2712,133934,40057,8446,2,9,UPI,7401,8,3,0,0.88,5.53,0,1,1,0,1,0,None,0,0,6,18-25
69,Salary,1,3007,40661,10463,851,2,19,UPI,1067,19,3,0,1.25,2.62,1,2,0,0,0,0,None,0,1,6,60+
53,Savings,1,1140,168949,29426,2465,1,11,IMPS,127478,2,5,1,50.0,75.45,1,4,1,0,0,1,Account_Takeover,1,2,4,41-60
42,Salary,1,1345,29966,8481,476,1,20,IMPS,25203,22,6,1,50.0,84.1,0,6,1,0,0,0,Account_Takeover,1,1,4,41-60
34,Current,2,1330,243264,57717,9423,5,14,UPI,19767,14,1,0,2.1,8.13,0,1,0,0,0,0,None,0,0,6,26-40
41,Savings,1,1259,62622,14660,986,3,8,UPI,395,11,4,0,0.4,0.63,0,1,0,0,0,0,None,0,2,6,41-60
44,Savings,3,672,163668,17916,2032,2,10,IMPS,1811,10,3,0,0.89,1.11,0,1,0,0,1,0,None,0,2,4,41-60
45,Savings,2,2539,76103,5790,407,3,12,CASH_OUT,808,14,2,0,1.98,1.06,0,1,0,0,2,0,None,0,2,2,41-60
52,Savings,1,1541,106406,33319,1917,1,14,IMPS,985,13,1,0,0.51,0.93,0,1,0,0,0,0,None,0,2,4,41-60
46,Savings,2,467,108594,29358,4120,3,8,CASH_IN,5456,8,0,0,1.32,5.02,0,2,0,0,2,0,None,0,2,1,41-60
40,Salary,1,1454,140005,31704,3393,2,15,UPI,48219,15,2,0,14.21,34.44,0,2,1,0,3,0,Phishing,1,1,6,26-40
63,Savings,1,4984,54654,3977,492,3,10,UPI,515,8,5,1,1.04,0.94,1,1,0,0,0,0,None,0,2,6,60+
27,Salary,3,1708,67106,20445,1878,1,9,NEFT,2627,8,6,1,1.4,3.91,0,2,0,0,2,0,None,0,1,5,26-40
19,Savings,1,3064,193152,42441,2568,1,10,DEBIT_CARD,972,8,0,0,0.38,0.5,0,1,0,0,0,0,None,0,2,3,18-25
27,Salary,2,2542,89619,24987,2521,4,14,UPI,5881,10,2,0,2.33,6.56,0,4,0,0,0,0,None,0,1,6,26-40
61,Savings,2,1754,123786,32201,1920,2,9,UPI,2955,13,1,0,1.54,2.39,0,1,0,0,1,0,None,0,2,6,60+
18,Salary,3,4507,104975,25937,1455,2,19,BILL_PAY,2837,20,1,0,1.95,2.7,0,1,0,0,0,0,None,0,1,0,18-25
29,Savings,1,4117,171720,56266,4171,1,21,UPI,6909,22,3,0,1.66,4.02,0,1,0,0,1,1,None,0,2,6,26-40
62,Savings,1,3811,156942,17255,1232,1,19,UPI,1377,19,0,0,1.12,0.88,0,2,0,0,3,0,None,0,2,6,60+
57,Current,2,542,458692,126179,7245,4,11,UPI,5031,11,4,0,0.69,1.1,1,1,0,0,1,0,None,0,0,6,41-60
27,Salary,3,2691,3807,576,71,2,16,IMPS,146,15,1,0,2.03,3.83,0,2,0,0,1,0,None,0,1,4,26-40
40,Salary,1,4107,75252,10771,2678,1,18,UPI,5630,16,0,0,2.1,7.48,0,4,0,0,0,0,None,0,1,6,26-40
18,Current,1,751,167010,20448,1174,2,20,IMPS,2468,18,0,0,2.1,1.48,0,1,0,0,3,0,None,0,0,4,18-25
21,Salary,1,620,3142,382,61,2,19,UPI,48,23,6,1,0.77,1.53,0,1,0,0,2,0,None,0,1,6,18-25
